Copper_Vol.,Copper_Price_MA_50,Copper_Price_EMA_12,Copper_Price_Volatility_30,Copper_Price_Lag_7,Copper_Price_Lag_30,Copper_Price_BB_Upper,Copper_Price_BB_Lower,Copper_Price_RSI_14,Copper_Price_ROC_10,Natural_Gas_Price,Crude_oil_Price,Bitcoin_Price,Platinum_Price,Ethereum_Price,S&P_500_Price,Nasdaq_100_Price,Apple_Price,Tesla_Price,Microsoft_Price,Silver_Price,Google_Price,Nvidia_Price,Berkshire_Price,Netflix_Price,Amazon_Price,Meta_Price,Gold_Price
103592.99999999999,3.7201800000000005,3.7474052294792237,0.009458994641895932,3.6915,3.776,3.888964032749318,3.649985967250682,47.54521963824293,-0.42300066093853284,2.777,82.92,29777.4,904.45,1856.24,4499.38,15273.05,179.8,249.7,326.05,22.807,131.4,446.64,553101.0,438.3,139.94,312.64,1959.9
70870.0,3.7253099999999995,3.760881348020882,0.009906938034906273,3.6575,3.747,3.886549242929734,3.651050757070266,56.23608017817374,2.3622047244094446,2.725,81.94,29204.2,926.9,1829.11,4518.44,15407.85,178.85,251.45,330.11,23.232,131.53,454.17,551920.0,440.76,142.22,316.56,1970.0
79910.0,3.7310199999999996,3.7772842175561308,0.009905183007245464,3.6675,3.779,3.889807789555136,3.649342210444863,58.45665961945034,4.357798165137616,2.577,82.82,29105.5,928.5,1830.24,4478.03,15274.92,181.99,253.86,327.78,23.716,128.11,446.8,533600.0,431.6,139.57,310.73,1976.1
81960.0,3.73759,3.7960866456244187,0.00995787023976842,3.7255,3.801,3.905237268772539,3.64166273122746,57.46753246753252,5.6345658946227895,2.565,81.55,29189.3,921.8,1835.98,4501.89,15353.54,191.17,259.32,326.66,23.697,128.45,445.15,541000.0,431.0,128.91,313.19,1968.8
89270.0,3.7426399999999997,3.8033810078360464,0.010297900940752397,3.719,3.8215,3.9051560957175515,3.6416939042824494,56.48936170212765,5.08544087491456,2.477,79.49,29173.7,930.4,1840.21,4513.39,15370.74,192.58,254.11,327.5,23.872,128.38,442.69,533800.0,429.7,128.21,314.31,1975.0
103592.99999999999,3.7485699999999995,3.8195531604766546,0.010625471863132384,3.765,3.793,3.9204362217125737,3.6343137782874275,66.23246492985973,6.571233810497623,2.56,81.37,29712.2,940.4,1874.21,4576.73,15718.01,195.6,261.07,336.34,24.326,131.55,465.07,534400.0,438.62,131.69,322.71,1978.8
103592.99999999999,3.75605,3.8485449819417847,0.011515810468827421,3.7835,3.792,3.964933974529908,3.612066025470092,77.06093189964162,7.582874781908466,2.634,81.8,29232.4,958.6,1856.17,4588.96,15757.0,196.45,267.43,335.92,24.972,132.72,467.29,535400.0,438.97,133.68,318.6,2009.2
60860.0,3.76166,3.8605380616430485,0.012200728334083463,3.7665,3.807,3.982664178938236,3.6090858210617642,68.80000000000001,5.57945684323744,2.638,80.58,29315.0,943.7,1874.23,4582.23,15750.93,195.83,266.44,338.37,24.495,132.58,467.5,533113.0,425.78,132.21,325.48,1999.9
76400.0,3.7666199999999996,3.862839898313349,0.011585984098307928,3.835,3.7165,3.9903504628534323,3.610199537146568,66.97819314641745,2.934926958831352,2.492,80.09,29222.7,945.0,1861.32,4537.41,15464.93,193.22,255.71,330.72,24.243,129.4,459.0,531650.0,413.17,128.25,311.71,1965.3
65160.0,3.77362,3.8688645293420647,0.011453834431909081,3.8675,3.762,3.9989424477213142,3.608757552278685,67.8056188306758,3.1320206158319097,2.665,78.78,29352.2,972.0,1872.0,4566.75,15499.26,194.5,264.35,337.77,24.841,129.27,454.52,531900.0,422.67,128.15,298.57,1989.7
